,image_path,emotion
130,./train/anger/1114.jpg,anger
131,./train/anger/1115.jpg,anger
132,./train/anger/1116.jpg,anger
133,./train/anger/1117.jpg,anger
134,./train/anger/1118.jpg,anger
135,./train/anger/1119.jpg,anger
136,./train/anger/112.jpg,anger
137,./train/anger/1120.jpg,anger
138,./train/anger/1121.jpg,anger
139,./train/anger/1122.jpg,anger
140,./train/anger/1123.jpg,anger
141,./train/anger/1124.jpg,anger
142,./train/anger/1125.jpg,anger
143,./train/anger/1126.jpg,anger
144,./train/anger/1127.jpg,anger
145,./train/anger/1128.jpg,anger
146,./train/anger/1129.jpg,anger
147,./train/anger/113.jpg,anger
148,./train/anger/1130.jpg,anger
149,./train/anger/1131.jpg,anger
150,./train/anger/1132.jpg,anger
151,./train/anger/1133.jpg,anger
152,./train/anger/1134.jpg,anger
153,./train/anger/1135.jpg,anger
154,./train/anger/1136.jpg,anger
155,./train/anger/1137.jpg,anger
156,./train/anger/1138.jpg,anger
157,./train/anger/1139.jpg,anger
158,./train/anger/114.jpg,anger
159,./train/anger/1140.jpg,anger
160,./train/anger/1141.jpg,anger
161,./train/anger/1142.jpg,anger
162,./train/anger/1143.jpg,anger
163,./train/anger/1144.jpg,anger
164,./train/anger/1145.jpg,anger
165,./train/anger/1146.jpg,anger
166,./train/anger/1147.jpg,anger
167,./train/anger/1148.jpg,anger
168,./train/anger/1149.jpg,anger
169,./train/anger/115.jpg,anger
170,./train/anger/1150.jpg,anger
171,./train/anger/1151.jpg,anger
172,./train/anger/1152.jpg,anger
173,./train/anger/1153.jpg,anger
174,./train/anger/1154.jpg,anger
175,./train/anger/1155.jpg,anger
176,./train/anger/1156.jpg,anger
177,./train/anger/1157.jpg,anger
178,./train/anger/1158.jpg,anger
179,./train/anger/1159.jpg,anger
180,./train/anger/116.jpg,anger
181,./train/anger/1160.jpg,anger
182,./train/anger/1161.jpg,anger
183,./train/anger/1162.jpg,anger
184,./train/anger/1163.jpg,anger
185,./train/anger/1164.jpg,anger
186,./train/anger/1165.jpg,anger
187,./train/anger/1166.jpg,anger
188,./train/anger/1167.jpg,anger
189,./train/anger/1168.jpg,anger
190,./train/anger/1169.jpg,anger
191,./train/anger/117.jpg,anger
192,./train/anger/1170.jpg,anger
193,./train/anger/1171.jpg,anger
194,./train/anger/1172.jpg,anger
195,./train/anger/1173.jpg,anger
196,./train/anger/1174.jpg,anger
197,./train/anger/1175.jpg,anger
198,./train/anger/1176.jpg,anger
199,./train/anger/1177.jpg,anger
200,./train/anger/1178.jpg,anger
201,./train/anger/1179.jpg,anger
202,./train/anger/118.jpg,anger
203,./train/anger/1180.jpg,anger
204,./train/anger/1181.jpg,anger
205,./train/anger/1182.jpg,anger
206,./train/anger/1183.jpg,anger
207,./train/anger/1184.jpg,anger
208,./train/anger/1185.jpg,anger
209,./train/anger/1186.jpg,anger
210,./train/anger/1187.jpg,anger
211,./train/anger/1188.jpg,anger
212,./train/anger/1189.jpg,anger
213,./train/anger/119.jpg,anger
214,./train/anger/1190.jpg,anger
215,./train/anger/1191.jpg,anger
216,./train/anger/1192.jpg,anger
217,./train/anger/1193.jpg,anger
218,./train/anger/1194.jpg,anger
219,./train/anger/1195.jpg,anger
220,./train/anger/1196.jpg,anger
221,./train/anger/1197.jpg,anger
222,./train/anger/1198.jpg,anger
223,./train/anger/1199.jpg,anger
224,./train/anger/12.jpg,anger
225,./train/anger/120.jpg,anger
226,./train/anger/1200.jpg,anger
227,./train/anger/1201.jpg,anger
228,./train/anger/1202.jpg,anger
229,./train/anger/1203.jpg,anger
230,./train/anger/1204.jpg,anger
231,./train/anger/1205.jpg,anger
232,./train/anger/1206.jpg,anger
233,./train/anger/1207.jpg,anger
234,./train/anger/1208.jpg,anger
235,./train/anger/1209.jpg,anger
236,./train/anger/121.jpg,anger
237,./train/anger/1210.jpg,anger
238,./train/anger/1211.jpg,anger
239,./train/anger/1212.jpg,anger
240,./train/anger/1213.jpg,anger
241,./train/anger/1214.jpg,anger
242,./train/anger/1215.jpg,anger
243,./train/anger/1216.jpg,anger
244,./train/anger/1217.jpg,anger
245,./train/anger/1218.jpg,anger
246,./train/anger/1219.jpg,anger
247,./train/anger/122.jpg,anger
248,./train/anger/1220.jpg,anger
249,./train/anger/1221.jpg,anger
250,./train/anger/1222.jpg,anger
251,./train/anger/1223.jpg,anger
252,./train/anger/1224.jpg,anger
253,./train/anger/1225.jpg,anger
254,./train/anger/1226.jpg,anger
255,./train/anger/1227.jpg,anger
256,./train/anger/1228.jpg,anger
257,./train/anger/1229.jpg,anger
258,./train/anger/123.jpg,anger
259,./train/anger/1230.jpg,anger
260,./train/anger/1231.jpg,anger
261,./train/anger/1232.jpg,anger
262,./train/anger/1233.jpg,anger
263,./train/anger/1234.jpg,anger
264,./train/anger/1235.jpg,anger
265,./train/anger/1236.jpg,anger
266,./train/anger/1237.jpg,anger
267,./train/anger/1238.jpg,anger
268,./train/anger/1239.jpg,anger
269,./train/anger/124.jpg,anger
270,./train/anger/1240.jpg,anger
271,./train/anger/1241.jpg,anger
272,./train/anger/1242.jpg,anger
273,./train/anger/1243.jpg,anger
274,./train/anger/1244.jpg,anger
275,./train/anger/1245.jpg,anger
276,./train/anger/1246.jpg,anger
277,./train/anger/1247.jpg,anger
278,./train/anger/1248.jpg,anger
279,./train/anger/1249.jpg,anger
280,./train/anger/125.jpg,anger
281,./train/anger/1250.jpg,anger
282,./train/anger/1251.jpg,anger
283,./train/anger/1252.jpg,anger
284,./train/anger/1253.jpg,anger
285,./train/anger/1254.jpg,anger
286,./train/anger/1255.jpg,anger
287,./train/anger/1256.jpg,anger
288,./train/anger/1257.jpg,anger
289,./train/anger/1258.jpg,anger
290,./train/anger/1259.jpg,anger
291,./train/anger/126.jpg,anger
292,./train/anger/1260.jpg,anger
293,./train/anger/1261.jpg,anger
294,./train/anger/1262.jpg,anger
295,./train/anger/1263.jpg,anger
296,./train/anger/1264.jpg,anger
297,./train/anger/1265.jpg,anger
298,./train/anger/1266.jpg,anger
299,./train/anger/1267.jpg,anger
300,./train/anger/1268.jpg,anger
301,./train/anger/1269.jpg,anger
302,./train/anger/127.jpg,anger
303,./train/anger/1270.jpg,anger
304,./train/anger/1271.jpg,anger
305,./train/anger/1272.jpg,anger
306,./train/anger/1273.jpg,anger
307,./train/anger/1274.jpg,anger
308,./train/anger/1275.jpg,anger
309,./train/anger/1276.jpg,anger
310,./train/anger/1277.jpg,anger
311,./train/anger/1278.jpg,anger
312,./train/anger/1279.jpg,anger
313,./train/anger/128.jpg,anger
314,./train/anger/1280.jpg,anger
315,./train/anger/1281.jpg,anger
316,./train/anger/1282.jpg,anger
317,./train/anger/1283.jpg,anger
318,./train/anger/1284.jpg,anger
319,./train/anger/1285.jpg,anger
320,./train/anger/1286.jpg,anger
321,./train/anger/1287.jpg,anger
322,./train/anger/1288.jpg,anger
323,./train/anger/1289.jpg,anger
324,./train/anger/129.jpg,anger
325,./train/anger/1290.jpg,anger
326,./train/anger/1291.jpg,anger
327,./train/anger/1292.jpg,anger
328,./train/anger/1293.jpg,anger
329,./train/anger/1294.jpg,anger
330,./train/anger/1295.jpg,anger
331,./train/anger/1296.jpg,anger
332,./train/anger/1297.jpg,anger
333,./train/anger/1298.jpg,anger
334,./train/anger/1299.jpg,anger
335,./train/anger/13.jpg,anger
336,./train/anger/130.jpg,anger
337,./train/anger/1300.jpg,anger
338,./train/anger/1301.jpg,anger
339,./train/anger/1302.jpg,anger
340,./train/anger/1303.jpg,anger
341,./train/anger/1304.jpg,anger
342,./train/anger/1305.jpg,anger
343,./train/anger/1306.jpg,anger
344,./train/anger/1307.jpg,anger
345,./train/anger/1308.jpg,anger
346,./train/anger/1309.jpg,anger
347,./train/anger/131.jpg,anger
348,./train/anger/1310.jpg,anger
349,./train/anger/1311.jpg,anger
350,./train/anger/1312.jpg,anger
351,./train/anger/1313.jpg,anger
352,./train/anger/1314.jpg,anger
353,./train/anger/1315.jpg,anger
354,./train/anger/1316.jpg,anger
355,./train/anger/1317.jpg,anger
356,./train/anger/1318.jpg,anger
357,./train/anger/1319.jpg,anger
358,./train/anger/132.jpg,anger
359,./train/anger/1320.jpg,anger
360,./train/anger/1321.jpg,anger
361,./train/anger/1322.jpg,anger
362,./train/anger/1323.jpg,anger
363,./train/anger/1324.jpg,anger
364,./train/anger/1325.jpg,anger
365,./train/anger/1326.jpg,anger
366,./train/anger/1327.jpg,anger
367,./train/anger/1328.jpg,anger
368,./train/anger/1329.jpg,anger
369,./train/anger/133.jpg,anger
370,./train/anger/1330.jpg,anger
371,./train/anger/1331.jpg,anger
372,./train/anger/1332.jpg,anger
373,./train/anger/1333.jpg,anger
374,./train/anger/1334.jpg,anger
375,./train/anger/1335.jpg,anger
376,./train/anger/1336.jpg,anger
377,./train/anger/1337.jpg,anger
378,./train/anger/1338.jpg,anger
379,./train/anger/1339.jpg,anger
380,./train/anger/134.jpg,anger
381,./train/anger/1340.jpg,anger
382,./train/anger/1341.jpg,anger
383,./train/anger/1342.jpg,anger
384,./train/anger/1343.jpg,anger
385,./train/anger/1344.jpg,anger
386,./train/anger/1345.jpg,anger
387,./train/anger/1346.jpg,anger
388,./train/anger/1347.jpg,anger
389,./train/anger/1348.jpg,anger
390,./train/anger/1349.jpg,anger
391,./train/anger/135.jpg,anger
392,./train/anger/1350.jpg,anger
393,./train/anger/1351.jpg,anger
394,./train/anger/1352.jpg,anger
395,./train/anger/1353.jpg,anger
396,./train/anger/1354.jpg,anger
397,./train/anger/1355.jpg,anger
398,./train/anger/1356.jpg,anger
399,./train/anger/1357.jpg,anger
400,./train/anger/1358.jpg,anger
401,./train/anger/1359.jpg,anger
402,./train/anger/136.jpg,anger
403,./train/anger/1360.jpg,anger
404,./train/anger/1361.jpg,anger
405,./train/anger/1362.jpg,anger
406,./train/anger/1363.jpg,anger
407,./train/anger/1364.jpg,anger
408,./train/anger/1365.jpg,anger
409,./train/anger/1366.jpg,anger
410,./train/anger/1367.jpg,anger
411,./train/anger/1368.jpg,anger
412,./train/anger/1369.jpg,anger
413,./train/anger/137.jpg,anger
414,./train/anger/1370.jpg,anger
415,./train/anger/1371.jpg,anger
416,./train/anger/1372.jpg,anger
417,./train/anger/1373.jpg,anger
418,./train/anger/1374.jpg,anger
419,./train/anger/1375.jpg,anger
420,./train/anger/1376.jpg,anger
421,./train/anger/1377.jpg,anger
422,./train/anger/1378.jpg,anger
423,./train/anger/1379.jpg,anger
424,./train/anger/138.jpg,anger
425,./train/anger/1380.jpg,anger
426,./train/anger/1381.jpg,anger
427,./train/anger/1382.jpg,anger
428,./train/anger/1383.jpg,anger
429,./train/anger/1384.jpg,anger
430,./train/anger/1385.jpg,anger
431,./train/anger/1386.jpg,anger
432,./train/anger/1387.jpg,anger
433,./train/anger/1388.jpg,anger
434,./train/anger/1389.jpg,anger
435,./train/anger/139.jpg,anger
436,./train/anger/1390.jpg,anger
437,./train/anger/1391.jpg,anger
438,./train/anger/1392.jpg,anger
439,./train/anger/1393.jpg,anger
440,./train/anger/1394.jpg,anger
441,./train/anger/1395.jpg,anger
442,./train/anger/1396.jpg,anger
443,./train/anger/1397.jpg,anger
444,./train/anger/1398.jpg,anger
445,./train/anger/1399.jpg,anger
446,./train/anger/14.jpg,anger
447,./train/anger/140.jpg,anger
448,./train/anger/1400.jpg,anger
449,./train/anger/1401.jpg,anger
450,./train/anger/1402.jpg,anger
451,./train/anger/1403.jpg,anger
452,./train/anger/1404.jpg,anger
453,./train/anger/1405.jpg,anger
454,./train/anger/1406.jpg,anger
455,./train/anger/1407.jpg,anger
456,./train/anger/1408.jpg,anger
457,./train/anger/1409.jpg,anger
458,./train/anger/141.jpg,anger
459,./train/anger/1410.jpg,anger
460,./train/anger/1411.jpg,anger
461,./train/anger/1412.jpg,anger
462,./train/anger/1413.jpg,anger
463,./train/anger/1414.jpg,anger
464,./train/anger/1415.jpg,anger
465,./train/anger/1416.jpg,anger
466,./train/anger/1417.jpg,anger
467,./train/anger/1418.jpg,anger
468,./train/anger/1419.jpg,anger
469,./train/anger/142.jpg,anger
470,./train/anger/1420.jpg,anger
471,./train/anger/1421.jpg,anger
472,./train/anger/1422.jpg,anger
473,./train/anger/1423.jpg,anger
474,./train/anger/1424.jpg,anger
475,./train/anger/1425.jpg,anger
476,./train/anger/1426.jpg,anger
477,./train/anger/1427.jpg,anger
478,./train/anger/1428.jpg,anger
479,./train/anger/1429.jpg,anger
480,./train/anger/143.jpg,anger
481,./train/anger/1430.jpg,anger
482,./train/anger/1431.jpg,anger
483,./train/anger/1432.jpg,anger
484,./train/anger/1433.jpg,anger
485,./train/anger/1434.jpg,anger
486,./train/anger/1435.jpg,anger
487,./train/anger/1436.jpg,anger
488,./train/anger/1437.jpg,anger
489,./train/anger/1438.jpg,anger
490,./train/anger/1439.jpg,anger
491,./train/anger/144.jpg,anger
492,./train/anger/1440.jpg,anger
493,./train/anger/1441.jpg,anger
494,./train/anger/1442.jpg,anger
495,./train/anger/1443.jpg,anger
496,./train/anger/1444.jpg,anger
497,./train/anger/1445.jpg,anger
498,./train/anger/1446.jpg,anger
499,./train/anger/1447.jpg,anger
500,./train/anger/1448.jpg,anger
501,./train/anger/1449.jpg,anger
502,./train/anger/145.jpg,anger
503,./train/anger/1450.jpg,anger
504,./train/anger/1451.jpg,anger
505,./train/anger/1452.jpg,anger
506,./train/anger/1453.jpg,anger
507,./train/anger/1454.jpg,anger
508,./train/anger/1455.jpg,anger
509,./train/anger/1456.jpg,anger
510,./train/anger/1457.jpg,anger
511,./train/anger/1458.jpg,anger
512,./train/anger/1459.jpg,anger
513,./train/anger/146.jpg,anger
514,./train/anger/1460.jpg,anger
515,./train/anger/1461.jpg,anger
516,./train/anger/1462.jpg,anger
517,./train/anger/1463.jpg,anger
518,./train/anger/1464.jpg,anger
519,./train/anger/1465.jpg,anger
520,./train/anger/1466.jpg,anger
521,./train/anger/1467.jpg,anger
522,./train/anger/1468.jpg,anger
523,./train/anger/1469.jpg,anger
524,./train/anger/147.jpg,anger
525,./train/anger/1470.jpg,anger
526,./train/anger/1471.jpg,anger
527,./train/anger/1472.jpg,anger
528,./train/anger/1473.jpg,anger
529,./train/anger/1474.jpg,anger
530,./train/anger/1475.jpg,anger
531,./train/anger/1476.jpg,anger
532,./train/anger/1477.jpg,anger
533,./train/anger/1478.jpg,anger
534,./train/anger/1479.jpg,anger
535,./train/anger/148.jpg,anger
536,./train/anger/1480.jpg,anger
537,./train/anger/1481.jpg,anger
538,./train/anger/1482.jpg,anger
539,./train/anger/1483.jpg,anger
540,./train/anger/1484.jpg,anger
541,./train/anger/1485.jpg,anger
542,./train/anger/1486.jpg,anger
543,./train/anger/1487.jpg,anger
544,./train/anger/1488.jpg,anger
545,./train/anger/1489.jpg,anger
546,./train/anger/149.jpg,anger
547,./train/anger/1490.jpg,anger
548,./train/anger/1491.jpg,anger
549,./train/anger/1492.jpg,anger
550,./train/anger/1493.jpg,anger
551,./train/anger/1494.jpg,anger
552,./train/anger/1495.jpg,anger
553,./train/anger/1496.jpg,anger
554,./train/anger/1497.jpg,anger
555,./train/anger/1498.jpg,anger
556,./train/anger/1499.jpg,anger
557,./train/anger/15.jpg,anger
558,./train/anger/150.jpg,anger
559,./train/anger/1500.jpg,anger
560,./train/anger/1501.jpg,anger
561,./train/anger/1502.jpg,anger
562,./train/anger/1503.jpg,anger
563,./train/anger/1504.jpg,anger
564,./train/anger/1505.jpg,anger
565,./train/anger/1506.jpg,anger
566,./train/anger/1507.jpg,anger
567,./train/anger/1508.jpg,anger
568,./train/anger/1509.jpg,anger
569,./train/anger/151.jpg,anger
570,./train/anger/1510.jpg,anger
571,./train/anger/1511.jpg,anger
572,./train/anger/1512.jpg,anger
573,./train/anger/1513.jpg,anger
574,./train/anger/1514.jpg,anger
575,./train/anger/1515.jpg,anger
576,./train/anger/1516.jpg,anger
577,./train/anger/1517.jpg,anger
578,./train/anger/1518.jpg,anger
579,./train/anger/1519.jpg,anger
580,./train/anger/152.jpg,anger
581,./train/anger/1520.jpg,anger
582,./train/anger/1521.jpg,anger
583,./train/anger/1522.jpg,anger
584,./train/anger/1523.jpg,anger
585,./train/anger/1524.jpg,anger
586,./train/anger/1525.jpg,anger
587,./train/anger/1526.jpg,anger
588,./train/anger/1527.jpg,anger
589,./train/anger/1528.jpg,anger
590,./train/anger/1529.jpg,anger
591,./train/anger/153.jpg,anger
592,./train/anger/1530.jpg,anger
593,./train/anger/1531.jpg,anger
594,./train/anger/1532.jpg,anger
595,./train/anger/1533.jpg,anger
596,./train/anger/1534.jpg,anger
597,./train/anger/1535.jpg,anger
598,./train/anger/1536.jpg,anger
599,./train/anger/1537.jpg,anger
600,./train/anger/1538.jpg,anger
601,./train/anger/1539.jpg,anger
602,./train/anger/154.jpg,anger
603,./train/anger/1540.jpg,anger
604,./train/anger/1541.jpg,anger
605,./train/anger/1542.jpg,anger
606,./train/anger/1543.jpg,anger
607,./train/anger/1544.jpg,anger
608,./train/anger/1545.jpg,anger
609,./train/anger/1546.jpg,anger
610,./train/anger/1547.jpg,anger
611,./train/anger/1548.jpg,anger
612,./train/anger/1549.jpg,anger
613,./train/anger/155.jpg,anger
614,./train/anger/1550.jpg,anger
615,./train/anger/1551.jpg,anger
616,./train/anger/1552.jpg,anger
617,./train/anger/1553.jpg,anger
618,./train/anger/1554.jpg,anger
619,./train/anger/1555.jpg,anger
620,./train/anger/1556.jpg,anger
621,./train/anger/1557.jpg,anger
622,./train/anger/1558.jpg,anger
623,./train/anger/1559.jpg,anger
624,./train/anger/156.jpg,anger
625,./train/anger/1560.jpg,anger
626,./train/anger/1561.jpg,anger
627,./train/anger/1562.jpg,anger
628,./train/anger/1563.jpg,anger
629,./train/anger/1564.jpg,anger
630,./train/anger/1565.jpg,anger
631,./train/anger/1566.jpg,anger
632,./train/anger/1567.jpg,anger
633,./train/anger/1568.jpg,anger
634,./train/anger/1569.jpg,anger
635,./train/anger/157.jpg,anger
636,./train/anger/1570.jpg,anger
637,./train/anger/1571.jpg,anger
638,./train/anger/1572.jpg,anger
639,./train/anger/1573.jpg,anger
640,./train/anger/1574.jpg,anger
641,./train/anger/1575.jpg,anger
642,./train/anger/1576.jpg,anger
643,./train/anger/1577.jpg,anger
644,./train/anger/1578.jpg,anger
645,./train/anger/1579.jpg,anger
646,./train/anger/158.jpg,anger
647,./train/anger/1580.jpg,anger
648,./train/anger/1581.jpg,anger
649,./train/anger/1582.jpg,anger
650,./train/anger/1583.jpg,anger
651,./train/anger/1584.jpg,anger
652,./train/anger/1585.jpg,anger
653,./train/anger/1586.jpg,anger
654,./train/anger/1587.jpg,anger
655,./train/anger/1588.jpg,anger
656,./train/anger/1589.jpg,anger
657,./train/anger/159.jpg,anger
658,./train/anger/1590.jpg,anger
659,./train/anger/1591.jpg,anger
660,./train/anger/1592.jpg,anger
661,./train/anger/1593.jpg,anger
662,./train/anger/1594.jpg,anger
663,./train/anger/1595.jpg,anger
664,./train/anger/1596.jpg,anger
665,./train/anger/1597.jpg,anger
666,./train/anger/1598.jpg,anger
667,./train/anger/1599.jpg,anger
668,./train/anger/16.jpg,anger
669,./train/anger/160.jpg,anger
670,./train/anger/1600.jpg,anger
671,./train/anger/1601.jpg,anger
672,./train/anger/1602.jpg,anger
673,./train/anger/1603.jpg,anger
674,./train/anger/1604.jpg,anger
675,./train/anger/1605.jpg,anger
676,./train/anger/1606.jpg,anger
677,./train/anger/1607.jpg,anger
678,./train/anger/1608.jpg,anger
679,./train/anger/1609.jpg,anger
680,./train/anger/161.jpg,anger
681,./train/anger/1610.jpg,anger
682,./train/anger/1611.jpg,anger
683,./train/anger/1612.jpg,anger
684,./train/anger/1613.jpg,anger
685,./train/anger/1614.jpg,anger
686,./train/anger/1615.jpg,anger
687,./train/anger/1616.jpg,anger
688,./train/anger/1617.jpg,anger
689,./train/anger/1618.jpg,anger
690,./train/anger/1619.jpg,anger
691,./train/anger/162.jpg,anger
692,./train/anger/1620.jpg,anger
693,./train/anger/1621.jpg,anger
694,./train/anger/1622.jpg,anger
695,./train/anger/1623.jpg,anger
696,./train/anger/1624.jpg,anger
697,./train/anger/1625.jpg,anger
698,./train/anger/1626.jpg,anger
699,./train/anger/1627.jpg,anger
700,./train/anger/1628.jpg,anger
701,./train/anger/1629.jpg,anger
702,./train/anger/163.jpg,anger
703,./train/anger/1630.jpg,anger
704,./train/anger/1631.jpg,anger
705,./train/anger/1632.jpg,anger
706,./train/anger/1633.jpg,anger
707,./train/anger/1634.jpg,anger
708,./train/anger/1635.jpg,anger
709,./train/anger/1636.jpg,anger
710,./train/anger/1637.jpg,anger
711,./train/anger/1638.jpg,anger
712,./train/anger/1639.jpg,anger
713,./train/anger/164.jpg,anger
714,./train/anger/1640.jpg,anger
715,./train/anger/1641.jpg,anger
716,./train/anger/1642.jpg,anger
717,./train/anger/1643.jpg,anger
718,./train/anger/1644.jpg,anger
719,./train/anger/1645.jpg,anger
720,./train/anger/1646.jpg,anger
721,./train/anger/1647.jpg,anger
722,./train/anger/1648.jpg,anger
723,./train/anger/1649.jpg,anger
724,./train/anger/165.jpg,anger
725,./train/anger/1650.jpg,anger
726,./train/anger/1651.jpg,anger
727,./train/anger/1652.jpg,anger
728,./train/anger/1653.jpg,anger
729,./train/anger/1654.jpg,anger
730,./train/anger/1655.jpg,anger
731,./train/anger/1656.jpg,anger
732,./train/anger/1657.jpg,anger
733,./train/anger/1658.jpg,anger
734,./train/anger/1659.jpg,anger
735,./train/anger/166.jpg,anger
736,./train/anger/1660.jpg,anger
737,./train/anger/1661.jpg,anger
738,./train/anger/1662.jpg,anger
739,./train/anger/1663.jpg,anger
740,./train/anger/1664.jpg,anger
741,./train/anger/1665.jpg,anger
742,./train/anger/1666.jpg,anger
743,./train/anger/1667.jpg,anger
744,./train/anger/1668.jpg,anger
745,./train/anger/1669.jpg,anger
746,./train/anger/167.jpg,anger
747,./train/anger/1670.jpg,anger
748,./train/anger/1671.jpg,anger
749,./train/anger/1672.jpg,anger
750,./train/anger/1673.jpg,anger
751,./train/anger/1674.jpg,anger
752,./train/anger/1675.jpg,anger
753,./train/anger/1676.jpg,anger
754,./train/anger/1677.jpg,anger
755,./train/anger/1678.jpg,anger
756,./train/anger/1679.jpg,anger
757,./train/anger/168.jpg,anger
758,./train/anger/1680.jpg,anger
759,./train/anger/1681.jpg,anger
760,./train/anger/1682.jpg,anger
761,./train/anger/1683.jpg,anger
762,./train/anger/1684.jpg,anger
763,./train/anger/1685.jpg,anger
764,./train/anger/1686.jpg,anger
765,./train/anger/1687.jpg,anger
766,./train/anger/1688.jpg,anger
767,./train/anger/1689.jpg,anger
768,./train/anger/169.jpg,anger
769,./train/anger/1690.jpg,anger
770,./train/anger/1691.jpg,anger
771,./train/anger/1692.jpg,anger
772,./train/anger/1693.jpg,anger
773,./train/anger/1694.jpg,anger
774,./train/anger/1695.jpg,anger
775,./train/anger/1696.jpg,anger
776,./train/anger/1697.jpg,anger
777,./train/anger/1698.jpg,anger
778,./train/anger/1699.jpg,anger
779,./train/anger/17.jpg,anger
780,./train/anger/170.jpg,anger
